1687501,1947946,87.05120187300331
1687502,827580,812.833835994855
1687503,1694792,600.136060987633
1687504,699995,555.9292621092766
1687505,779616,573.3015534385956
1687506,206376,861.4516805337873
1687507,1641368,729.9923546382873
1687508,244077,375.4734128879251
1687509,1703608,273.20507163020955
1687510,454979,10.045462611749878
1687511,737947,254.02766637600038
1687512,1474877,363.7081420505506
1687513,1278350,266.6952317034933
1687514,1644554,849.6766220824115
1687515,362114,437.28996102822646
1687516,835389,133.15669827768883
1687517,1374820,169.08539156424595
1687518,515209,715.4016537159739
1687519,1626259,563.9803080866394
1687520,1177875,263.2866859230748
1687521,803829,104.8081721335914
1687522,1668301,302.87239527334833
1687523,1015270,302.3816169245703
1687524,1447399,683.0871996250818
1687525,557027,288.43646199692097
1687526,1480514,29.098366087117576
1687527,1817272,639.849165450322
1687528,1837448,974.0721446289868
1687529,781340,183.24359233825737
1687530,325125,345.4502811546669
1687531,622614,124.38163556214509
1687532,1569489,47.913547421861935
1687533,364907,36.998056456025054
1687534,1888776,535.3423777359102
1687535,1083641,444.7195108824183
1687536,44947,768.3936878375248
1687537,1719203,433.5268037799508
1687538,603434,405.0497458307609
1687539,822253,334.94386539287177
1687540,1359728,855.1664556402673
1687541,1760456,485.45854719582695
1687542,1831184,264.7581038587806
1687543,234710,790.6122864567421
1687544,798413,462.4870771563394
1687545,1257305,483.3995895476473
1687546,1824701,639.4084321419315
1687547,197508,424.1427334063056
1687548,551112,123.2998735890296
1687549,1586669,940.3539597977427
1687550,895549,113.83150896993799
1687551,235822,584.0312647760527
1687552,621502,373.31111297765307
1687553,1551512,422.141158562686
1687554,1785605,825.5492493928784
1687555,1350560,736.1476228994777
1687556,1978960,890.6256302225923
1687557,128154,754.9529475602969
1687558,703858,551.8288255830275
1687559,1571364,139.6439385477025
1687560,54686,577.1496693873183
1687561,942459,264.67955711195077
1687562,298122,926.4689080365454
1687563,48614,824.8150628848036
1687564,865961,447.0727096232614
1687565,139243,2.51198565895816
1687566,1990948,479.98318641786466
1687567,1559615,766.7488592539107
1687568,1264387,567.0354120847708
1687569,35078,894.8819671230102
1687570,215982,68.98067961950049
1687571,582819,719.287952677354
1687572,1683366,586.4534662445918
1687573,901191,471.00699955376734
1687574,1453058,704.1867542591299
1687575,899849,599.5102387342903
1687576,1952988,584.8656582396585
1687577,599362,138.4022547950965
1687578,149522,544.0111854224322
1687579,1907360,387.1675664094561
1687580,379652,161.13595604754616
1687581,1473139,678.6228167384301
1687582,1090366,298.7549046641989
1687583,451251,359.7441553066888
1687584,410358,928.0681131051258
1687585,34660,289.76541950179393
1687586,844317,108.00507321136033
1687587,177782,894.533312917847
1687588,1934033,990.5271681850182
1687589,1107882,857.7167445987731
1687590,1902689,749.444861888065
1687591,1914145,485.42268342824747
1687592,1378227,197.27813317464182
1687593,1074538,182.47916040091138
1687594,1084386,426.86561977728
1687595,1860052,552.375754003379
1687596,1957984,54.31865856916352
1687597,532288,819.7139496026798
1687598,218823,273.2838316739121
1687599,403895,741.0087734194227
1687600,600073,967.6351253963421
1687601,640185,990.0277466793164
1687602,100829,223.34294792468302
1687603,1602939,142.36155110497106
1687604,1928299,41.27048191816862
